geography,stateabbrev,state,id2,clinton,total,trump,trump_percent
"State House District 19 (2014), Texas","TX",48,"48-019",11961,69509,56303,.8100102
"State House District 20 (2014), Texas","TX",48,"48-020",20802,80600,56636,.7026799
"State House District 21 (2014), Texas","TX",48,"48-021",14766,68688,52263,.7608753
"State House District 22 (2014), Texas","TX",48,"48-022",33412,50664,16112,.3180167
"State House District 23 (2014), Texas","TX",48,"48-023",25711,62883,35129,.5586407
"State House District 24 (2014), Texas","TX",48,"48-024",20895,76197,51967,.6820085
"State House District 26 (2014), Texas","TX",48,"48-026",31636,69066,35022,.5070802
"State House District 27 (2014), Texas","TX",48,"48-027",47519,67854,18478,.27232
"State House District 28 (2014), Texas","TX",48,"48-028",36091,83905,44646,.5321018
"State House District 29 (2014), Texas","TX",48,"48-029",30564,74161,40666,.5483475
"State House District 30 (2014), Texas","TX",48,"48-030",16619,62002,43622,.703558
"State House District 31 (2014), Texas","TX",48,"48-031",25727,46381,19622,.4230612
"State House District 32 (2014), Texas","TX",48,"48-032",23731,56445,30172,.534538
"State House District 33 (2014), Texas","TX",48,"48-033",27150,86826,56148,.6466727
"State House District 34 (2014), Texas","TX",48,"48-034",25467,47690,20594,.4318306
"State House District 35 (2014), Texas","TX",48,"48-035",22851,36027,12100,.3358592
"State House District 36 (2014), Texas","TX",48,"48-036",27660,37531,8712,.2321281
"State House District 37 (2014), Texas","TX",48,"48-037",24250,35156,9764,.2777335
"State House District 38 (2014), Texas","TX",48,"48-038",26203,39845,12248,.3073911
"State House District 39 (2014), Texas","TX",48,"48-039",27271,38694,10215,.2639944
"State House District 40 (2014), Texas","TX",48,"48-040",23221,32829,8505,.2590697
"State House District 41 (2014), Texas","TX",48,"48-041",26755,44945,16570,.3686728
"State House District 42 (2014), Texas","TX",48,"48-042",29363,39827,9357,.2349411
"State House District 43 (2014), Texas","TX",48,"48-043",22725,51900,27561,.5310405
"State House District 44 (2014), Texas","TX",48,"48-044",23181,76719,50630,.6599408
"State House District 45 (2014), Texas","TX",48,"48-045",34468,77410,38038,.4913836
"State House District 46 (2014), Texas","TX",48,"48-046",42611,54519,8909,.1634109
"State House District 47 (2014), Texas","TX",48,"48-047",48658,103561,48838,.4715868
"State House District 48 (2014), Texas","TX",48,"48-048",58773,90191,25362,.2812032
"State House District 49 (2014), Texas","TX",48,"48-049",70133,91526,15237,.1664773
"State House District 50 (2014), Texas","TX",48,"48-050",44732,70572,21207,.3005016
"State House District 51 (2014), Texas","TX",48,"48-051",43353,54520,7656,.1404255
"State House District 52 (2014), Texas","TX",48,"48-052",32190,69799,33193,.4755512
"State House District 53 (2014), Texas","TX",48,"48-053",15038,72496,55313,.76298
"State House District 54 (2014), Texas","TX",48,"48-054",23624,53611,27379,.5106974
"State House District 55 (2014), Texas","TX",48,"48-055",15660,48992,31004,.632838
"State House District 56 (2014), Texas","TX",48,"48-056",18722,60093,38954,.6482286
"State House District 57 (2014), Texas","TX",48,"48-057",13370,59416,44974,.7569342
"State House District 58 (2014), Texas","TX",48,"48-058",12266,65111,50721,.7789928
"State House District 59 (2014), Texas","TX",48,"48-059",10051,52380,40562,.7743796
"State House District 60 (2014), Texas","TX",48,"48-060",9521,71444,60148,.8418902
"State House District 61 (2014), Texas","TX",48,"48-061",11756,81149,67143,.8274039
"State House District 62 (2014), Texas","TX",48,"48-062",12833,61422,46709,.7604604
"State House District 63 (2014), Texas","TX",48,"48-063",24600,81414,53127,.6525536
"State House District 64 (2014), Texas","TX",48,"48-064",27772,69431,37836,.5449439
"State House District 65 (2014), Texas","TX",48,"48-065",28774,61867,30078,.486172
"State House District 66 (2014), Texas","TX",48,"48-066",33412,72256,35728,.4944641
"State House District 67 (2014), Texas","TX",48,"48-067",33461,74874,37741,.5040601
"State House District 68 (2014), Texas","TX",48,"48-068",8634,60658,50573,.83374
"State House District 69 (2014), Texas","TX",48,"48-069",10251,50608,38522,.761184
"State House District 70 (2014), Texas","TX",48,"48-070",28184,85884,53914,.6277537
"State House District 71 (2014), Texas","TX",48,"48-071",12050,56070,41621,.7423043
"State House District 72 (2014), Texas","TX",48,"48-072",12045,56143,42002,.7481253
"State House District 73 (2014), Texas","TX",48,"48-073",20169,94898,71282,.7511433
"State House District 74 (2014), Texas","TX",48,"48-074",25707,45683,18080,.3957708
"State House District 75 (2014), Texas","TX",48,"48-075",29730,40318,8622,.2138499
"State House District 76 (2014), Texas","TX",48,"48-076",30768,39481,7053,.1786429
"State House District 77 (2014), Texas","TX",48,"48-077",26952,39180,10175,.2596988
"State House District 78 (2014), Texas","TX",48,"48-078",30155,50865,17884,.3515974
"State House District 79 (2014), Texas","TX",48,"48-079",30238,44063,11778,.2672991
"State House District 80 (2014), Texas","TX",48,"48-080",26127,40161,12978,.3231493
"State House District 81 (2014), Texas","TX",48,"48-081",12288,46668,32897,.7049156
"State House District 82 (2014), Texas","TX",48,"48-082",11711,56915,43120,.757621
"State House District 83 (2014), Texas","TX",48,"48-083",12941,64886,49632,.7649108
"State House District 84 (2014), Texas","TX",48,"48-084",17953,51113,30451,.5957584
"State House District 85 (2014), Texas","TX",48,"48-085",24582,59824,33560,.5609789
"State House District 86 (2014), Texas","TX",48,"48-086",10510,65021,52129,.8017256
"State House District 87 (2014), Texas","TX",48,"48-087",9954,45782,34076,.74431
"State House District 88 (2014), Texas","TX",48,"48-088",7967,48351,38968,.8059399
"State House District 89 (2014), Texas","TX",48,"48-089",28072,77810,45934,.5903354
"State House District 90 (2014), Texas","TX",48,"48-090",20133,26856,5769,.2148123
"State House District 91 (2014), Texas","TX",48,"48-091",19269,59955,37820,.6308064
"State House District 92 (2014), Texas","TX",48,"48-092",26118,64432,35220,.5466228
"State House District 93 (2014), Texas","TX",48,"48-093",24982,61838,33913,.5484169
"State House District 94 (2014), Texas","TX",48,"48-094",27144,66423,36069,.5430197
"State House District 95 (2014), Texas","TX",48,"48-095",35042,47198,10802,.2288656
"State House District 96 (2014), Texas","TX",48,"48-096",29306,68875,37011,.5373648
"State House District 97 (2014), Texas","TX",48,"48-097",29525,69324,36339,.5241908
"State House District 98 (2014), Texas","TX",48,"48-098",25246,87316,57917,.6633034
"State House District 99 (2014), Texas","TX",48,"48-099",20709,64478,40853,.6335959
"State House District 100 (2014), Texas","TX",48,"48-100",33648,43562,8406,.1929663
"State House District 101 (2014), Texas","TX",48,"48-101",30918,46806,14208,.3035508
"State House District 102 (2014), Texas","TX",48,"48-102",30291,57954,24768,.4273734
"State House District 103 (2014), Texas","TX",48,"48-103",28689,39005,8710,.2233047
"State House District 104 (2014), Texas","TX",48,"48-104",25168,33293,6941,.2084823
"State House District 105 (2014), Texas","TX",48,"48-105",25087,48120,20979,.4359726
"State House District 106 (2014), Texas","TX",48,"48-106",29744,83024,49562,.5969599
"State House District 107 (2014), Texas","TX",48,"48-107",29159,55677,24162,.4339674
"State House District 108 (2014), Texas","TX",48,"48-108",39584,78662,34622,.4401363
"State House District 109 (2014), Texas","TX",48,"48-109",53220,65261,10714,.1641716
"State House District 110 (2014), Texas","TX",48,"48-110",30884,35595,4005,.1125158
"State House District 111 (2014), Texas","TX",48,"48-111",44927,58048,11710,.2017296
"State House District 112 (2014), Texas","TX",48,"48-112",26735,55373,26081,.4710057
"State House District 113 (2014), Texas","TX",48,"48-113",27532,56038,26468,.4723223
"State House District 114 (2014), Texas","TX",48,"48-114",35259,67629,29221,.4320779
"State House District 115 (2014), Texas","TX",48,"48-115",30897,59947,26158,.4363521
"State House District 116 (2014), Texas","TX",48,"48-116",32016,50239,15622,.3109536
"State House District 117 (2014), Texas","TX",48,"48-117",31027,58286,24560,.4213705
"State House District 118 (2014), Texas","TX",48,"48-118",26456,47599,19234,.4040841
"State House District 119 (2014), Texas","TX",48,"48-119",28549,47478,17129,.3607776
"State House District 120 (2014), Texas","TX",48,"48-120",31100,48968,15719,.3210056
"State House District 121 (2014), Texas","TX",48,"48-121",33955,78200,40423,.5169182
"State House District 122 (2014), Texas","TX",48,"48-122",36825,97554,56451,.5786641
"State House District 123 (2014), Texas","TX",48,"48-123",34145,52519,15897,.3026904
"State House District 124 (2014), Texas","TX",48,"48-124",32751,52665,17403,.3304472
"State House District 125 (2014), Texas","TX",48,"48-125",32726,53111,17895,.3369358
"State House District 126 (2014), Texas","TX",48,"48-126",26483,61589,32607,.529429
"State House District 127 (2014), Texas","TX",48,"48-127",25753,73782,45174,.6122631
"State House District 128 (2014), Texas","TX",48,"48-128",17165,59659,40656,.681473
"State House District 129 (2014), Texas","TX",48,"48-129",27961,69805,38625,.5533271
"State House District 130 (2014), Texas","TX",48,"48-130",22668,81082,55187,.6806319
"State House District 131 (2014), Texas","TX",48,"48-131",39262,46582,6219,.1335065
"State House District 132 (2014), Texas","TX",48,"48-132",31489,68938,34495,.5003772
"State House District 133 (2014), Texas","TX",48,"48-133",31341,76216,41556,.5452399
"State House District 134 (2014), Texas","TX",48,"48-134",50043,90832,35983,.3961489
"State House District 135 (2014), Texas","TX",48,"48-135",28233,60305,29486,.4889478
"State House District 136 (2014), Texas","TX",48,"48-136",37324,78265,35348,.451645
"State House District 137 (2014), Texas","TX",48,"48-137",18410,27478,7947,.2892132
"State House District 138 (2014), Texas","TX",48,"48-138",24706,51634,24670,.4777859
"State House District 139 (2014), Texas","TX",48,"48-139",40132,52725,10865,.2060692
"State House District 140 (2014), Texas","TX",48,"48-140",21009,27977,6119,.2187154
"State House District 141 (2014), Texas","TX",48,"48-141",32817,38521,4849,.1258794
"State House District 142 (2014), Texas","TX",48,"48-142",34530,45314,9502,.2096924
"State House District 143 (2014), Texas","TX",48,"48-143",23873,33613,8746,.260197
"State House District 144 (2014), Texas","TX",48,"48-144",15885,27505,10555,.3837484
"State House District 145 (2014), Texas","TX",48,"48-145",23534,35168,10102,.2872498
"State House District 146 (2014), Texas","TX",48,"48-146",38986,49084,8500,.1731725
"State House District 147 (2014), Texas","TX",48,"48-147",46448,58804,9866,.1677777
"State House District 148 (2014), Texas","TX",48,"48-148",31004,48579,14815,.3049672
"State House District 149 (2014), Texas","TX",48,"48-149",28241,43953,14285,.3250062
"State House District 150 (2014), Texas","TX",48,"48-150",27941,76289,45146,.591776
"State House District 2 (2014), Virginia","VA",51,"51-002",20157,34829,13045,.3745442
"State House District 3 (2014), Virginia","VA",51,"51-003",5356,32866,26717,.812907
"State House District 5 (2014), Virginia","VA",51,"51-005",7458,35082,26457,.7541474
"State House District 6 (2014), Virginia","VA",51,"51-006",7172,34629,26365,.7613561
"State House District 7 (2014), Virginia","VA",51,"51-007",12356,38291,23933,.6250294
"State House District 8 (2014), Virginia","VA",51,"51-008",13993,42313,26028,.6151301
"State House District 9 (2014), Virginia","VA",51,"51-009",9733,36839,25906,.7032222
"State House District 10 (2014), Virginia","VA",51,"51-010",22674,45087,19799,.4391288
"State House District 11 (2014), Virginia","VA",51,"51-011",19186,31662,10759,.339808
"State House District 12 (2014), Virginia","VA",51,"51-012",16062,33657,15069,.4477226
"State House District 13 (2014), Virginia","VA",51,"51-013",21207,38724,15459,.3992098
"State House District 14 (2014), Virginia","VA",51,"51-014",16539,37041,19571,.5283605
"State House District 15 (2014), Virginia","VA",51,"51-015",9547,38300,27102,.707624
"State House District 16 (2014), Virginia","VA",51,"51-016",13548,36722,22184,.6041065
"State House District 17 (2014), Virginia","VA",51,"51-017",14626,41789,25056,.5995836
"State House District 18 (2014), Virginia","VA",51,"51-018",15000,42886,25589,.5966749
"State House District 19 (2014), Virginia","VA",51,"51-019",10352,40372,28375,.7028386
"State House District 20 (2014), Virginia","VA",51,"51-020",14264,38634,22226,.5752963
"State House District 21 (2014), Virginia","VA",51,"51-021",18474,37567,16776,.4465621
"State House District 22 (2014), Virginia","VA",51,"51-022",12630,39934,25284,.6331447
"State House District 23 (2014), Virginia","VA",51,"51-023",13605,42276,25935,.6134686
"State House District 24 (2014), Virginia","VA",51,"51-024",11100,36158,23309,.6446429
"State House District 25 (2014), Virginia","VA",51,"51-025",15908,43168,24806,.5746386
"State House District 26 (2014), Virginia","VA",51,"51-026",14015,32793,16580,.5055957
"State House District 27 (2014), Virginia","VA",51,"51-027",20070,43812,21098,.4815576
"State House District 28 (2014), Virginia","VA",51,"51-028",17847,38263,18267,.4774064
"State House District 29 (2014), Virginia","VA",51,"51-029",12871,38426,23602,.6142195
"State House District 30 (2014), Virginia","VA",51,"51-030",13912,39163,23579,.6020734
"State House District 31 (2014), Virginia","VA",51,"51-031",22877,43377,18409,.4243954
"State House District 32 (2014), Virginia","VA",51,"51-032",26931,46809,17154,.366468
"State House District 33 (2014), Virginia","VA",51,"51-033",19082,47280,25369,.5365694
"State House District 34 (2014), Virginia","VA",51,"51-034",25834,44468,16236,.3651165
"State House District 35 (2014), Virginia","VA",51,"51-035",27129,40837,11156,.2731836
"State House District 36 (2014), Virginia","VA",51,"51-036",28968,41727,10377,.2486879
"State House District 37 (2014), Virginia","VA",51,"51-037",25251,38512,10847,.2816525
"State House District 38 (2014), Virginia","VA",51,"51-038",23832,33629,8225,.2445806
"State House District 39 (2014), Virginia","VA",51,"51-039",28295,42003,11566,.2753613
"State House District 40 (2014), Virginia","VA",51,"51-040",23782,45106,18772,.4161752
"State House District 41 (2014), Virginia","VA",51,"51-041",27941,44078,13526,.3068651
"State House District 42 (2014), Virginia","VA",51,"51-042",24940,42435,15158,.3572051
"State House District 43 (2014), Virginia","VA",51,"51-043",28728,41338,10332,.2499395
"State House District 44 (2014), Virginia","VA",51,"51-044",23564,33923,8722,.2571117
"State House District 45 (2014), Virginia","VA",51,"51-045",38793,51464,9440,.1834292
"State House District 46 (2014), Virginia","VA",51,"51-046",28417,36546,6414,.1755048
"State House District 47 (2014), Virginia","VA",51,"51-047",37289,48656,8307,.1707292
"State House District 48 (2014), Virginia","VA",51,"51-048",30781,42843,9460,.2208062
"State House District 49 (2014), Virginia","VA",51,"51-049",31297,39304,5954,.1514859
"State House District 50 (2014), Virginia","VA",51,"51-050",18952,34996,14050,.4014744
