"","geography","stateabbrev","state","id2","clinton","total","trump","trump_percent"
"3234","State House District 100 (2016), Indiana","IN","18","18-100",12989,21766,7445,0.342039775081523
"3235","State House District 1 (2016), Kentucky","KY","21","21-001",4256,20200,15293,0.757074723029067
"3236","State House District 2 (2016), Kentucky","KY","21","21-002",3852,19593,14997,0.765409559471835
"3237","State House District 3 (2016), Kentucky","KY","21","21-003",6561,18058,10642,0.589300119211465
"3238","State House District 4 (2016), Kentucky","KY","21","21-004",3788,19333,14846,0.767886173159165
"3239","State House District 5 (2016), Kentucky","KY","21","21-005",5650,20069,13351,0.665233239555804
"3240","State House District 6 (2016), Kentucky","KY","21","21-006",4961,21924,16085,0.733676347036371
"3241","State House District 7 (2016), Kentucky","KY","21","21-007",5444,21269,14886,0.699872450231837
"3242","State House District 8 (2016), Kentucky","KY","21","21-008",5142,12785,7201,0.563243840189884
"3243","State House District 9 (2016), Kentucky","KY","21","21-009",3345,14594,10703,0.733382167769847
"3244","State House District 10 (2016), Kentucky","KY","21","21-010",5756,19808,13085,0.660593411919569
"3245","State House District 11 (2016), Kentucky","KY","21","21-011",6674,19116,11571,0.605286952465398
"3246","State House District 12 (2016), Kentucky","KY","21","21-012",4441,21214,15970,0.752789249088312
"3247","State House District 13 (2016), Kentucky","KY","21","21-013",6621,16874,9120,0.54046554612343
"3248","State House District 14 (2016), Kentucky","KY","21","21-014",4816,21479,15682,0.730104473979546
"3249","State House District 15 (2016), Kentucky","KY","21","21-015",4458,18658,13601,0.728993865034714
"3250","State House District 16 (2016), Kentucky","KY","21","21-016",4059,16771,12174,0.725888934502008
"3251","State House District 17 (2016), Kentucky","KY","21","21-017",5817,21907,14926,0.681337321195999
"3252","State House District 18 (2016), Kentucky","KY","21","21-018",4146,18883,13974,0.740018057816259
"3253","State House District 19 (2016), Kentucky","KY","21","21-019",5281,18706,12656,0.676587455835754
"3254","State House District 20 (2016), Kentucky","KY","21","21-020",6908,14611,6693,0.45812549747408
"3255","State House District 21 (2016), Kentucky","KY","21","21-021",3502,17896,13887,0.775944865521121
"3256","State House District 22 (2016), Kentucky","KY","21","21-022",4075,18352,13575,0.739715341954269
"3257","State House District 23 (2016), Kentucky","KY","21","21-023",4318,18682,13627,0.729405707816193
"3258","State House District 24 (2016), Kentucky","KY","21","21-024",4789,19809,14293,0.721540713816952
"3259","State House District 25 (2016), Kentucky","KY","21","21-025",5615,18911,12274,0.649058631890863
"3260","State House District 26 (2016), Kentucky","KY","21","21-026",4659,18627,13144,0.705627602666926
"3261","State House District 27 (2016), Kentucky","KY","21","21-027",5197,16961,10969,0.646712520768042
"3262","State House District 28 (2016), Kentucky","KY","21","21-028",6584,17389,10032,0.576917853899724
"3263","State House District 29 (2016), Kentucky","KY","21","21-029",9135,23893,13563,0.567647285573957
"3264","State House District 30 (2016), Kentucky","KY","21","21-030",11765,16910,4377,0.258829176047631
"3265","State House District 31 (2016), Kentucky","KY","21","21-031",10798,21278,9251,0.43476992211241
"3266","State House District 32 (2016), Kentucky","KY","21","21-032",10678,22539,10518,0.466629547785106
"3267","State House District 33 (2016), Kentucky","KY","21","21-033",11401,26154,13143,0.502514324087877
"3268","State House District 34 (2016), Kentucky","KY","21","21-034",16886,25924,7299,0.281557018201342
"3269","State House District 35 (2016), Kentucky","KY","21","21-035",9951,18479,7367,0.398650836229982
"3270","State House District 36 (2016), Kentucky","KY","21","21-036",10099,28116,16576,0.589555353978284
"3271","State House District 37 (2016), Kentucky","KY","21","21-037",6493,14592,7291,0.499686172856064
"3272","State House District 38 (2016), Kentucky","KY","21","21-038",7329,15073,6993,0.463939825925426
"3273","State House District 39 (2016), Kentucky","KY","21","21-039",5960,19660,12489,0.6352406427445
"3274","State House District 40 (2016), Kentucky","KY","21","21-040",10088,15744,4931,0.313187106029084
"3275","State House District 41 (2016), Kentucky","KY","21","21-041",12023,15971,3070,0.19221508423964
"3276","State House District 42 (2016), Kentucky","KY","21","21-042",15645,18557,1999,0.107703694650947
"3277","State House District 43 (2016), Kentucky","KY","21","21-043",12898,17345,3782,0.218052616180041
"3278","State House District 44 (2016), Kentucky","KY","21","21-044",10021,18116,7452,0.411333941408007
"3279","State House District 45 (2016), Kentucky","KY","21","21-045",10476,25529,13264,0.519548889507042
"3280","State House District 46 (2016), Kentucky","KY","21","21-046",9294,18468,8273,0.447942451356415
"3281","State House District 47 (2016), Kentucky","KY","21","21-047",4562,18125,12746,0.703227586206897
"3282","State House District 48 (2016), Kentucky","KY","21","21-048",12585,27087,13079,0.482873013323951
"3283","State House District 49 (2016), Kentucky","KY","21","21-049",4447,19113,13809,0.722518455394467
"3284","State House District 50 (2016), Kentucky","KY","21","21-050",6434,20773,13431,0.646560439031435
"3285","State House District 51 (2016), Kentucky","KY","21","21-051",3876,19535,14957,0.765651394932173
"3286","State House District 52 (2016), Kentucky","KY","21","21-052",2562,16819,13865,0.824351815410953
"3287","State House District 53 (2016), Kentucky","KY","21","21-053",4928,22668,16717,0.737488588749269
"3288","State House District 54 (2016), Kentucky","KY","21","21-054",5048,19377,13522,0.697837642565929
"3289","State House District 55 (2016), Kentucky","KY","21","21-055",5316,22936,16270,0.709362270133934
"3290","State House District 56 (2016), Kentucky","KY","21","21-056",8752,21397,11239,0.525274828212985
"3291","State House District 57 (2016), Kentucky","KY","21","21-057",9107,20194,9957,0.493089182124297
"3292","State House District 58 (2016), Kentucky","KY","21","21-058",6276,20573,13196,0.641423224614786
"3293","State House District 59 (2016), Kentucky","KY","21","21-059",7431,24172,15242,0.630537334861121
"3294","State House District 60 (2016), Kentucky","KY","21","21-060",5888,23793,16527,0.694613199268534
